ms;uA
5370.0;14470.000000000002
5380.0;14130.000000000002
5390.0;14580.000000000002
5400.0;6391.0
5410.0;6434.0
5420.0;14600.000000000002
5430.0;6220.0
5440.0;14320.000000000002
5450.0;6216.0
5460.0;6772.0
5470.0;14100.000000000002
5480.0;7011.0
5490.0;14360.000000000002
5500.0;6306.0
5510.0;15690.000000000002
5520.0;14550.000000000002
5530.0;14250.000000000002
5540.0;14520.000000000002
5550.0;14320.000000000002
5560.0;14900.000000000002
5570.0;14390.000000000002
5580.0;14420.000000000002
5590.0;14270.000000000002
5600.0;15310.000000000002
5610.0;6473.0
5620.0;14240.000000000002
5630.0;14190.000000000002
5640.0;14590.000000000002
5650.0;14320.000000000002
5660.0;15690.000000000002
5670.0;14330.000000000002
5680.0;14360.000000000002
5690.0;14510.000000000002
5700.0;14180.000000000002
5710.0;14420.000000000002
5720.0;14640.000000000002
5730.0;14420.000000000002
5740.0;14330.000000000002
5750.0;14120.000000000002
5760.0;14360.000000000002
5770.0;14870.000000000002
5780.0;14600.000000000002
5790.0;14600.000000000002
5800.0;14480.000000000002
5810.0;14310.000000000002
5820.0;14140.000000000002
5830.0;14310.000000000002
5840.0;14600.000000000002
5850.0;14600.000000000002
5860.0;6979.0
5870.0;14690.000000000002
5880.0;14330.000000000002
5890.0;14540.000000000002
5900.0;14380.000000000002
5910.0;8404.0
5920.0;14490.000000000002
5930.0;6466.0
5940.0;14630.000000000002
5950.0;10480.0
5960.0;6460.0
5970.0;14340.000000000002
5980.0;9848.0
5990.0;14170.000000000002
6000.0;14590.000000000002
6010.0;6971.0
6020.0;14330.000000000002
6030.0;14090.000000000002
6040.0;14170.000000000002
6050.0;11170.000000000002
6060.0;6190.0
6070.0;6083.0
6080.0;14550.000000000002
6090.0;6242.0
6100.0;14450.000000000002
6110.0;6128.0
6120.0;8349.0
6130.0;14570.000000000002
6140.0;14410.000000000002
6150.0;14250.000000000002
6160.0;15880.000000000002
6170.0;6631.0
6180.0;14110.000000000002
6190.0;14120.000000000002
6200.0;14210.000000000002
6210.0;14650.000000000002
6220.0;6726.0
6230.0;14390.000000000002
6240.0;14360.000000000002
6250.0;14220.000000000002
6260.0;14400.000000000002
6270.0;15700.000000000002
6280.0;14590.000000000002
6290.0;9565.0
6300.0;14240.000000000002
6310.0;14560.000000000002
6320.0;6387.0
6330.0;14580.000000000002
6340.0;14400.000000000002
6350.0;14410.000000000002
6360.0;8845.0
6370.0;6384.0
6380.0;8367.0
6390.0;14460.000000000002
6400.0;6238.0
6410.0;14190.000000000002
6420.0;15390.000000000002
6430.0;6154.0
6440.0;14480.000000000002
6450.0;6242.0
6460.0;14580.000000000002
6470.0;6459.0
6480.0;9938.0
6490.0;14470.000000000002
6500.0;6380.0
6510.0;14130.000000000002
6520.0;8887.0
6530.0;6960.0
6540.0;14220.000000000002
6550.0;14500.000000000002
6560.0;14390.000000000002
6570.0;14460.000000000002
6580.0;15300.000000000002
6590.0;14550.000000000002
6600.0;8922.0
6610.0;14530.000000000002
6620.0;8930.0
6630.0;6228.0
6640.0;14540.000000000002
6650.0;14220.000000000002
6660.0;14330.000000000002
6670.0;14650.000000000002
6680.0;6059.0
6690.0;14450.000000000002
6700.0;14440.000000000002
6710.0;14210.000000000002
6720.0;9297.0
6730.0;6260.0
6740.0;8513.0
6750.0;14090.000000000002
6760.0;7743.0
6770.0;14420.000000000002
6780.0;6096.0
6790.0;6324.0
6800.0;14200.000000000002
6810.0;6511.0
6820.0;14340.000000000002
6830.0;6146.0
6840.0;6338.0
6850.0;14140.000000000002
6860.0;6485.0
6870.0;14650.000000000002
6880.0;8507.0
6890.0;14440.000000000002
6900.0;14460.000000000002
6910.0;14130.000000000002
6920.0;14650.000000000002
6930.0;6328.0
6940.0;6193.0
6950.0;14140.000000000002
6960.0;6524.0
6970.0;14300.000000000002
6980.0;6627.0
6990.0;8183.0
7000.0;14340.000000000002
7010.0;14300.000000000002
7020.0;14510.000000000002
7030.0;14210.000000000002
7040.0;6221.0
7050.0;6378.0
7060.0;14350.000000000002
7070.0;6678.0
7080.0;14020.000000000002
7090.0;6337.0
7100.0;14740.000000000002
7110.0;6422.0
7120.0;14340.000000000002
7130.0;6969.0
7140.0;14230.000000000002
7150.0;6223.0
7160.0;14220.000000000002
7170.0;6211.0
7180.0;14340.000000000002
7190.0;14610.000000000002
7200.0;14710.000000000002
7210.0;14400.000000000002
7220.0;6232.0
7230.0;6478.0
7240.0;11600.000000000002
7250.0;6521.0
7260.0;14420.000000000002
7270.0;7490.0
7280.0;9637.0
7290.0;14490.000000000002
7300.0;6522.0
7310.0;14120.000000000002
7320.0;15390.000000000002
7330.0;8613.0
7340.0;14190.000000000002
7350.0;6339.0
7360.0;14200.000000000002
7370.0;7736.0
7380.0;11550.000000000002
7390.0;14170.000000000002
